Category,Item,ItemType,SuggestedVerbKeysTop,SuggestedVerbLabelsTop,SuggestedVerbKeysMore,SuggestedVerbLabelsMore,SuggestedLocationCategoryNames,SuggestedLocationQuickPickKeys,SuggestedLocationQuickPickLabels,MatchedOverrideRules
Inspections & Preventive Maintenance,Aerial Lift Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Air System Leak Check,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Belt and Hose Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Brake Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,CNG Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Chassis Lubrication,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Cooling System Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,DOT Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110|KW111
Inspections & Preventive Maintenance,DOT Sticker,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW111
Inspections & Preventive Maintenance,DVIR Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Emissions Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Emissions Reinspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Emissions Rejection,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Fluid Level Check,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Grease Fittings,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Hydraulic System Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Liftgate Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Lighting Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Pressure Cylinder Tank Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Preventive Maintenance Service - Level A,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Preventive Maintenance Service - Level B,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Preventive Maintenance Service - Level C,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Preventive Maintenance Service - Level D,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Road Test,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,Safety Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Safety Reinspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Safety Rejection,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Inspections & Preventive Maintenance,State / Province Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,State / Province Inspection Sticker,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Tank Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Tire Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Trailer Inspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Trailer Reinspection,SERVICE,inspect|document|photograph|reinspect|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|verify|measure,Inspect|Document|Photograph|Reinspect|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,multiple_locations|general|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,Multiple Locations|General|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,KW110
Inspections & Preventive Maintenance,Trailer Rejection,SERVICE,inspect|document|photograph|estimate|service|grease|lubricate|leak_check|road_test|test|clean|pressure_wash|reinspect|verify|measure,Inspect|Document|Photograph|Estimate|Service|Grease|Lubricate|Leak Check|Road Test|Test|Clean|Pressure Wash|Reinspect|Verify|Measure,detail|sanitize,Detail|Sanitize,General Orientation|Truck / Tractor Areas|Trailer Areas|Cab & Interior|Truck / Tractor Axles & Wheel Ends|Trailer Axles & Wheel Ends|Bus / School Bus|Equipment / Attachments,general|multiple_locations|truck_cab_interior|truck_engine_compartment|steer_axle|drive_axle_rear|trailer_front|trailer_rear,General|Multiple Locations|Cab - Interior|Engine Compartment|Steer Axle|Drive Axle (Rear)|Trailer - Front|Trailer - Rear,
Steering,Ball Joint,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Drag Link,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
Steering,Idler Arm,PART,diagnose|inspect|test|replace|repair|adjust|align|service|grease|lubricate|torque|tighten|rebuild|measure|verify,Diagnose|Inspect|Test|Replace|Repair|Adjust|Align|Service|Grease|Lubricate|Torque|Tighten|Rebuild|Measure|Verify,,,General Orientation|Truck / Tractor Axles & Wheel Ends|Truck / Tractor Areas,general|steer_axle|steer_axle_left|steer_axle_right|truck_underbody,General|Steer Axle|Steer Axle - Left|Steer Axle - Right|Underbody,
